UNIQUE°,ID° ,NAME,INSCRIPTION,LONGITUDE,LATITUDE,HECTARES,CATEGORIE,PAYS,REGIONS
991,840,Vallée de Viñales,1999,-83.7166700000,22.6166700000,0.0000,Cultural,Cuba,Amérique latine et Caraïbes
992,841,"Château de San Pedro de la Roca, Santiago de Cuba",1997,-75.8708333300,19.9666666700,93.8800,Cultural,Cuba,Amérique latine et Caraïbes
1041,889,Parc national Desembarco del Granma,1999,-77.6333300000,19.8833300000,41863.0000,Natural,Cuba,Amérique latine et Caraïbes
1178,1008,Paysage archéologique des premières plantations de café du sud-est de Cuba,2000,-75.3913888900,20.0300000000,81475.0000,Cultural,Cuba,Amérique latine et Caraïbes
1379,1202,Centre historique urbain de Cienfuegos,2005,-80.4527800000,22.1472200000,70.0000,Cultural,Cuba,Amérique latine et Caraïbes
1482,1270,Centre historique de Camagüey,2008,-77.9186111111,21.3786111111,54.0000,Cultural,Cuba,Amérique latine et Caraïbes
85,79,Paphos,1980,32.4055600000,34.7583300000,0.0000,Cultural,Chypre,Europe et Amérique du nord
401,351,Eglises peintes de la région de Troodos,1985,33.0958333300,34.9202777800,0.0000,Cultural,Chypre,Europe et Amérique du nord
1927,848,Choirokoitia,1998,33.3433300000,34.7983300000,6.2000,Cultural,Chypre,Europe et Amérique du nord
1928,616,Centre historique de Prague,1992,14.4194400000,50.0897200000,1106.3600,Cultural,Tchéquie,Europe et Amérique du nord
732,617,Centre historique de Český Krumlov,1992,14.3166666700,48.8166666700,51.9100,Cultural,Tchéquie,Europe et Amérique du nord
738,621,Centre historique de Telč,1992,15.4500000000,49.1833300000,36.0000,Cultural,Tchéquie,Europe et Amérique du nord
816,690,"Église Saint-Jean-Népomucène, lieu de pèlerinage à Zelená Hora",1994,15.9420583333,49.5802000000,0.6400,Cultural,Tchéquie,Europe et Amérique du nord
865,732,Kutná Hora : le centre historique de la ville avec l'église Sainte-Barbe et la cathédrale Notre-Dame de Sedlec,1995,15.2666666667,49.9500000000,62.4370,Cultural,Tchéquie,Europe et Amérique du nord
899,763,Paysage culturel de Lednice-Valtice,1996,16.7750000000,48.7758300000,14320.0000,Cultural,Tchéquie,Europe et Amérique du nord
1010,859,Colonne de la Sainte Trinité à Olomouc,2000,17.2504583333,49.5939361111,0.0500,Cultural,Tchéquie,Europe et Amérique du nord
1011,860,Jardins et château de Kroměříž,1998,17.3772222200,49.3000000000,74.5000,Cultural,Tchéquie,Europe et Amérique du nord
1012,861,Village historique d’Holašovice,1998,14.2527777800,48.9597222200,11.4000,Cultural,Tchéquie,Europe et Amérique du nord
1054,901,Château de Litomyšl,1999,16.3144400000,49.8736100000,4.4000,Cultural,Tchéquie,Europe et Amérique du nord
1226,1052,Villa Tugendhat à Brno,2001,16.6160555556,49.2071833333,0.7300,Cultural,Tchéquie,Europe et Amérique du nord
1255,1078,Le quartier juif et la basilique Saint-Procope de Třebíč,2003,15.8788888900,49.2172222200,5.7300,Cultural,Tchéquie,Europe et Amérique du nord
1269,1091,Ensemble des tombes de Koguryo,2004,125.4150000000,38.8630555600,232.9000,Cultural,République populaire démocratique de Corée,Asie et pacifique
1878,1278,Monuments et sites historiques de Kaesong,2013,126.5080555556,37.9816666667,494.2000,Cultural,République populaire démocratique de Corée,Asie et pacifique
67,63,Parc national des Virunga,1979,29.1666666700,0.9166666670,800000.0000,Natural,République démocratique du Congo,Afrique
149,136,Parc national de la Garamba,1980,29.2500000000,4.0000000000,500000.0000,Natural,République démocratique du Congo,Afrique
150,137,Parc national de Kahuzi-Biega,1980,28.7500000000,-2.5000000000,600000.0000,Natural,République démocratique du Congo,Afrique
314,280,Parc national de la Salonga,1984,21.0000000000,-2.0000000000,3600000.0000,Natural,République démocratique du Congo,Afrique
849,718,Réserve de faune à okapis,1996,28.5000000000,2.0000000000,1372625.0000,Natural,République démocratique du Congo,Afrique
822,695,Cathédrale de Roskilde,1995,12.0797222200,55.6422222200,0.4000,Cultural,Danemark,Europe et Amérique du nord
824,696,Château de Kronborg,2000,12.6208333300,56.0388900000,0.0000,Cultural,Danemark,Europe et Amérique du nord
825,697,"Tumulus, pierres runiques et église de Jelling",1994,9.4200000000,55.7563888900,4.9600,Cultural,Danemark,Europe et Amérique du nord
1330,1149,Fjord glacé d’Ilulissat,2004,-49.5000000000,69.1333333300,402400.0000,Natural,Danemark,Europe et Amérique du nord
1973,1416,Stevns Klint,2014,12.4233333333,55.2672222222,50.0000,Natural,Danemark,Europe et Amérique du nord
2029,1468,"Christianfeld, une colonie de l’Église morave",2015,9.4813888889,55.3555555556,21.2000,Cultural,Danemark,Europe et Amérique du nord
2030,1469,Le paysage de chasse par force de Zélande du Nord,2015,12.3577777778,55.9136111111,4543.0000,Cultural,Danemark,Europe et Amérique du nord
962,814,Parc national de Morne Trois Pitons,1997,-61.2833333300,15.2666666700,6857.0000,Natural,Dominique,Amérique latine et Caraïbes
615,526,Ville coloniale de Saint-Domingue,1990,-69.9166666700,18.4833333300,106.0000,Cultural,République dominicaine,Amérique latine et Caraïbes
4,1,Îles Galápagos,1978,-91.0000000000,-0.8166700000,14066514.0000,Natural,Équateur,Amérique latine et Caraïbes
5,2,Ville de Quito,1978,-78.5000000000,-0.0038888890,320.0000,Cultural,Équateur,Amérique latine et Caraïbes
290,260,Parc national Sangay,1983,-78.3333300000,-1.8333300000,271925.0000,Natural,Équateur,Amérique latine et Caraïbes
1014,863,Centre historique de Santa Ana de los Ríos de Cuenca,1999,-78.9833333300,-2.8833333330,224.1400,Cultural,Équateur,Amérique latine et Caraïbes
92,86,Memphis et sa nécropole –  les zones des  pyramides de Guizeh à Dahchour,1979,31.1304100000,29.9760400000,16358.5200,Cultural,Égypte,États arabes
93,87,Thèbes antique et sa nécropole,1979,32.6000000000,25.7333300000,7390.1600,Cultural,Égypte,États arabes
94,88,Monuments de Nubie d'Abou Simbel à Philae,1979,31.6261100000,22.3363900000,374.4800,Cultural,Égypte,États arabes
95,89,Le Caire historique,1979,31.2611100000,30.0500000000,523.6600,Cultural,Égypte,États arabes
96,90,Abou Mena,1979,29.6666666700,30.8358333333,182.7200,Cultural,Égypte,États arabes
1116,954,Zone Sainte-Catherine,2002,33.9754300000,28.5562300000,60100.0000,Cultural,Égypte,États arabes
1363,1186,Wadi Al-Hitan (La vallée des Baleines),2005,30.1833300000,29.3333300000,20015.0000,Natural,Égypte,États arabes
799,675,Site archéologique de Joya de Cerén,1993,-89.3691666700,13.8275000000,3200.0000,Cultural,El Salvador,Amérique latine et Caraïbes
1626,822,Centre historique (vieille ville) de Tallin,1997,24.7333333300,59.4333300000,113.0000,Cultural,Estonie,Europe et Amérique du nord
12,9,Parc national du Simien,1978,38.0666666667,13.1833333333,13600.0000,Natural,Éthiopie,Afrique
13,10,Basse vallée de l'Aouache,1980,40.5793900000,11.1000600000,0.0000,Cultural,Éthiopie,Afrique
15,12,Tiya,1980,38.6121000000,8.4349100000,0.0000,Cultural,Éthiopie,Afrique
18,15,Axoum,1980,38.7186100000,14.1301900000,0.0000,Cultural,Éthiopie,Afrique
20,17,Basse vallée de l'Omo,1980,35.9666666700,4.8000000000,0.0000,Cultural,Éthiopie,Afrique
21,18,Églises creusées dans le roc de Lalibela,1978,39.0404200000,12.0293500000,0.0000,Cultural,Éthiopie,Afrique
22,19,Fasil Ghebi,1979,37.4661700000,12.6069200000,0.0000,Cultural,Éthiopie,Afrique
1452,1189,"Harar Jugol, la ville historique fortifiée",2006,42.1377777777,9.3088888888,48.0000,Cultural,Éthiopie,Afrique
1846,1333,Paysage culturel du pays konso,2011,37.4000000000,5.3000000000,23000.0000,Cultural,Éthiopie,Afrique
1886,1399,Ville portuaire historique de Levuka,2013,178.8345333333,-17.6833777778,69.6000,Cultural,Fidji,Asie et pacifique
686,579,Site funéraire de l'âge du bronze de Sammallahdenmäki,1999,21.7775000000,61.1205600000,0.0000,Cultural,Finlande,Europe et Amérique du nord
1718,582,Ancienne Rauma,1991,21.5116700000,61.1280600000,29.0000,Cultural,Finlande,Europe et Amérique du nord
690,583,Forteresse de Suomenlinna,1991,24.9872200000,60.1472200000,210.0000,Cultural,Finlande,Europe et Amérique du nord
691,584,Vieille église de Petäjävesi,1994,25.1833300000,62.2500000000,0.0000,Cultural,Finlande,Europe et Amérique du nord
885,751,Usine de traitement du bois et de carton de Verla,1996,26.6408300000,61.0619400000,22.7780,Cultural,Finlande,Europe et Amérique du nord
1569,80,Mont-Saint-Michel et sa baie,1979,-1.5105600000,48.6355600000,6560.0000,Cultural,France,Europe et Amérique du nord
1719,81,Cathédrale de Chartres,1979,1.4872222220,48.4475000000,1.0600,Cultural,France,Europe et Amérique du nord
1571,83,Palais et parc de Versailles,1979,2.1194444440,48.8050000000,1070.0000,Cultural,France,Europe et Amérique du nord
1572,84,Basilique et colline de Vézelay,1979,3.7483333330,47.4663888900,183.0000,Cultural,France,Europe et Amérique du nord
91,85,Sites préhistoriques et grottes ornées de la vallée de la Vézère,1979,1.1700000000,45.0575000000,0.0000,Cultural,France,Europe et Amérique du nord
178,160,Palais et parc de Fontainebleau,1981,2.6980555560,48.4019444400,144.0000,Cultural,France,Europe et Amérique du nord
1951,162,Cathédrale d'Amiens,1981,2.3016666670,49.8950000000,1.5400,Cultural,France,Europe et Amérique du nord
1568,163,Théâtre antique et ses abords et « Arc de Triomphe » d'Orange,1981,4.8084166670,44.1357222200,9.4500,Cultural,France,Europe et Amérique du nord
182,164,"Arles, monuments romains et romans",1981,4.6306944440,43.6776388900,65.0000,Cultural,France,Europe et Amérique du nord
1565,165,Abbaye cistercienne de Fontenay,1981,4.3891100000,47.6394400000,5.7700,Cultural,France,Europe et Amérique du nord
1637,203,"De la grande saline de Salins-les-Bains à la saline royale d’Arc-et-Senans, la production du sel ignigène ",1982,5.8763888889,46.9375000000,10.4800,Cultural,France,Europe et Amérique du nord
254,228,"Centre historique d’Avignon : Palais des papes, ensemble épiscopal et Pont d’Avignon",1995,4.8061111110,43.9527777800,8.2000,Cultural,France,Europe et Amérique du nord
2186,229,"Places Stanislas, de la Carrière et d'Alliance à Nancy",1983,6.1833333330,48.6936111100,7.0000,Cultural,France,Europe et Amérique du nord
2118,230,Abbatiale de Saint-Savin sur Gartempe,1983,0.8661100000,46.5647200000,1.6100,Cultural,France,Europe et Amérique du nord
288,258,"Golfe de Porto : calanche de Piana, golfe de Girolata, réserve de Scandola ",1983,8.6288333330,42.3251944400,11800.0000,Natural,France,Europe et Amérique du nord
1566,344,Pont du Gard,1985,4.5352777780,43.9472222200,0.3257,Cultural,France,Europe et Amérique du nord
393,345,Ville fortifiée historique de Carcassonne,1997,2.3588888890,43.2105555600,11.0000,Cultural,France,Europe et Amérique du nord
577,495,Strasbourg – Grande île,1988,7.7480555556,48.5813888900,94.0000,Cultural,France,Europe et Amérique du nord
710,600,"Paris, rives de la Seine",1991,2.2941666670,48.8583333300,365.0000,Cultural,France,Europe et Amérique du nord
711,601,"Cathédrale Notre-Dame, ancienne abbaye Saint-Rémi et palais du Tau, Reims",1991,4.0327777780,49.2533333300,4.1600,Cultural,France,Europe et Amérique du nord
1952,635,Cathédrale de Bourges,1992,2.3983333330,47.0822222200,0.8500,Cultural,France,Europe et Amérique du nord
910,770,Canal du Midi,1996,1.4163888890,43.6113888900,1172.0000,Cultural,France,Europe et Amérique du nord
1019,868,Chemins de Saint-Jacques-de-Compostelle en France,1998,0.7229444440,45.1840555600,0.0000,Cultural,France,Europe et Amérique du nord
1023,872,Site historique de Lyon,1998,4.8333300000,45.7672200000,427.0000,Cultural,France,Europe et Amérique du nord
1025,873,"Provins, ville de foire médiévale",2001,3.2988888890,48.5597222200,108.0000,Cultural,France,Europe et Amérique du nord
1088,932,Juridiction de Saint-Émilion,1999,-0.1552777780,44.8947222200,7847.0000,Cultural,France,Europe et Amérique du nord
1089,933,Val de Loire entre Sully-sur-Loire et Chalonnes,2000,0.7027800000,47.3988900000,85394.0000,Cultural,France,Europe et Amérique du nord
1531,1115,Lagons de Nouvelle-Calédonie : diversité récifale et écosystèmes associés,2008,164.5663888889,-20.4119444444,1574300.0000,Natural,France,Europe et Amérique du nord
1848,1153,"Les Causses et les Cévennes, paysage culturel de l’agro-pastoralisme méditerranéen",2011,3.4730555556,44.2202777778,302319.0000,Cultural,France,Europe et Amérique du nord
1358,1181,"Le Havre, la ville reconstruite par Auguste Perret",2005,0.1075000000,49.4927800000,133.0000,Cultural,France,Europe et Amérique du nord
1433,1256,"Bordeaux, Port de la Lune",2007,-0.5722222222,44.8388888889,1731.0000,Cultural,France,Europe et Amérique du nord
1514,1283,Fortifications de Vauban,2008,6.0269444444,47.2361111111,1153.1600,Cultural,France,Europe et Amérique du nord
1604,1317,"Pitons, cirques et remparts de l’île de la Réunion",2010,55.4800000000,-21.0994444444,105838.0000,Natural,France,Europe et Amérique du nord
1663,1337,Cité épiscopale d'Albi,2010,2.1425000000,43.9283333333,19.4700,Cultural,France,Europe et Amérique du nord
1776,1360,Bassin minier du Nord-Pas de Calais,2012,3.5461111111,50.4625000000,3943.0000,Cultural,France,Europe et Amérique du nord
2016,1425,Les Climats du vignoble de Bourgogne,2015,4.8644444444,47.0580555556,13219.0000,Cultural,France,Europe et Amérique du nord
1974,1426,"Grotte ornée du Pont-d’Arc, dite Grotte Chauvet-Pont-d’Arc, Ardèche",2014,4.4161111111,44.3875000000,9.0000,Cultural,France,Europe et Amérique du nord
2026,1465,"Coteaux, Maisons et Caves de Champagne",2015,3.9461111111,49.0775000000,1101.7200,Cultural,France,Europe et Amérique du nord
1547,1147,Ecosystème et paysage culturel relique de Lopé-Okanda,2007,11.5000000000,-0.5000000000,491291.0000,Mixed,Gabon,Afrique
897,761,Île Kunta Kinteh et sites associés,2003,-16.3571944400,13.3161666700,7.5981,Cultural,Gambie (la),Afrique
838,708,Monuments historiques de Mtskheta,1994,44.7163900000,41.8438900000,3.8500,Cultural,Géorgie,Europe et Amérique du nord
839,709,Haut Svaneti,1996,43.0113900000,42.9163900000,1.0600,Cultural,Géorgie,Europe et Amérique du nord
840,710,Cathédrale de Bagrati et monastère de Ghélati,1994,42.7163900000,42.2622200000,7.8700,Cultural,Géorgie,Europe et Amérique du nord
1953,3,Cathédrale d'Aix-la-Chapelle,1978,6.0844444440,50.7744444400,0.2000,Cultural,Allemagne,Europe et Amérique du nord
186,168,Cathédrale de Spire,1981,8.4430555560,49.3166666700,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1735,169,Résidence de Wurtzbourg avec les jardins de la Cour et la place de la Résidence,1981,9.9388900000,49.7927800000,14.7700,Cultural,Allemagne,Europe et Amérique du nord
1627,187,Cathédrale Sainte-Marie et église Saint-Michel d'Hildesheim,1985,9.9438900000,52.1527800000,0.5800,Cultural,Allemagne,Europe et Amérique du nord
1864,271,Église de pèlerinage de Wies,1983,10.9001388900,47.6812777800,0.1000,Cultural,Allemagne,Europe et Amérique du nord
1706,272,Ville hanséatique de Lübeck,1987,10.6916700000,53.8666700000,81.1000,Cultural,Allemagne,Europe et Amérique du nord
322,288,Châteaux d'Augustusburg et de Falkenlust à Brühl,1984,6.9097777780,50.8250277800,89.0000,Cultural,Allemagne,Europe et Amérique du nord
1628,292,Cathédrale de Cologne,1996,6.9572222220,50.9411111100,,Cultural,Allemagne,Europe et Amérique du nord
420,367,"Trèves – monuments romains, cathédrale Saint-Pierre et église Notre-Dame",1986,6.6333333330,49.7500000000,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1865,515,Abbaye et Altenmünster de Lorsch,1991,8.5685800000,49.6536900000,3.3400,Cultural,Allemagne,Europe et Amérique du nord
624,532,Châteaux et parcs de Potsdam et Berlin,1990,13.0333333300,52.4000000000,2064.0000,Cultural,Allemagne,Europe et Amérique du nord
627,534,Le royaume des jardins de Dessau-Wörlitz,2000,12.4208300000,51.8425000000,14500.0000,Cultural,Allemagne,Europe et Amérique du nord
629,535,"Collégiale, château et vielle ville de Quedlinburg",1994,11.1500000000,51.7833300000,90.0000,Cultural,Allemagne,Europe et Amérique du nord
642,546,Monastère de Maulbronn,1993,8.8130600000,49.0008300000,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1576,623,"Mines de Rammelsberg, ville historique de Goslar et système de gestion hydraulique du Haut-Harz",1992,10.3400000000,51.8200000000,1009.8900,Cultural,Allemagne,Europe et Amérique du nord
742,624,Ville de Bamberg,1993,10.8888888900,49.8916666700,142.0000,Cultural,Allemagne,Europe et Amérique du nord
813,687,Usine sidérurgique de Völklingen,1994,6.8500000000,49.2444400000,6.0000,Cultural,Allemagne,Europe et Amérique du nord
1733,720,Site fossilifère de Messel,1995,8.7538900000,49.9166700000,42.0000,Natural,Allemagne,Europe et Amérique du nord
861,729,Le Bauhaus et ses sites à Weimar et Dessau,1996,11.3294900000,50.9747700000,0.0000,Cultural,Allemagne,Europe et Amérique du nord
926,783,Monuments commémoratifs de Luther à Eisleben et Wittenberg,1996,12.6527800000,51.8647200000,0.0000,Cultural,Allemagne,Europe et Amérique du nord
997,846,Weimar classique,1998,11.3286100000,50.9775000000,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1047,896,"Museumsinsel (Île des musées), Berlin",1999,13.3986111100,52.5197222200,8.6000,Cultural,Allemagne,Europe et Amérique du nord
1048,897,La Wartburg,1999,10.3070000000,50.9667777800,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1138,974,Île monastique de Reichenau,2000,9.0613055560,47.6987222200,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1139,975,Complexe industriel de la mine de charbon de Zollverein à Essen,2001,7.0461111110,51.4913888900,0.0000,Cultural,Allemagne,Europe et Amérique du nord
1243,1066,Vallée du Haut-Rhin moyen,2002,7.6941666670,50.1736111100,27250.0000,Cultural,Allemagne,Europe et Amérique du nord
1244,1067,Centres historiques de Stralsund et Wismar,2002,13.0852777800,54.3025000000,168.0000,Cultural,Allemagne,Europe et Amérique du nord
1265,1087,Hôtel de ville et la statue de Roland sur la place du marché de Brême,2004,8.8074722220,53.0759722200,0.2870,Cultural,Allemagne,Europe et Amérique du nord
1335,1155,Vieille ville de Ratisbonne et Stadtamhof,2006,12.0991666700,49.0205555600,182.8000,Cultural,Allemagne,Europe et Amérique du nord
1416,1239,Cités du modernisme de Berlin,2008,13.4500000000,52.4483333333,88.1000,Cultural,Allemagne,Europe et Amérique du nord
1778,1368,Usine Fagus à Alfeld,2011,9.8111111111,51.9836111111,1.8800,Cultural,Allemagne,Europe et Amérique du nord
1799,1379,Opéra margravial de Bayreuth,2012,11.5786111111,49.9444444444,0.1900,Cultural,Allemagne,Europe et Amérique du nord
1875,1413,Bergpark Wilhelmshöhe,2013,9.3930555556,51.3158333333,558.7000,Cultural,Allemagne,Europe et Amérique du nord
1990,1447,Westwerk caroligien et civitas de Corvey,2014,9.4102500000,51.7782777778,12.0000,Cultural,Allemagne,Europe et Amérique du nord
2028,1467,La Speicherstadt et le quartier Kontorhaus avec la Chilehaus,2015,9.9994444444,53.5455555556,26.0800,Cultural,Allemagne,Europe et Amérique du nord
38,34,"Forts et châteaux de Volta, d'Accra et ses environs et des régions centrale et ouest",1979,-0.4936100000,5.3910300000,0.0000,Cultural,Ghana,Afrique
39,35,Bâtiments traditionnels ashanti,1980,-1.6258333333,6.4011111111,0.0000,Cultural,Ghana,Afrique
452,392,Temple d'Apollon Épikourios à Bassae,1986,21.8969400000,37.4349800000,20.4600,Cultural,Grèce,Europe et Amérique du nord
453,393,Site archéologique de Delphes,1987,22.4961700000,38.4814900000,51.0400,Cultural,Grèce,Europe et Amérique du nord
467,404,Acropole d'Athènes,1987,23.7261800000,37.9708700000,3.0400,Cultural,Grèce,Europe et Amérique du nord
526,454,Mont Athos,1988,24.2166700000,40.2666700000,33042.3000,Mixed,Grèce,Europe et Amérique du nord
527,455,Météores,1988,21.6333300000,39.7166700000,271.8700,Mixed,Grèce,Europe et Amérique du nord
528,456,Monuments paléochrétiens et byzantins de Thessalonique,1988,22.9650000000,40.6383300000,5.3270,Cultural,Grèce,Europe et Amérique du nord
571,491,Sanctuaire d'Asclépios en Epidaure,1988,23.1166666700,37.6666666700,1393.8000,Cultural,Grèce,Europe et Amérique du nord
574,493,Ville médiévale de Rhodes,1988,28.2277800000,36.4472200000,65.8500,Cultural,Grèce,Europe et Amérique du nord
595,511,Site archéologique de Mystras,1989,22.3666700000,37.0805600000,54.4300,Cultural,Grèce,Europe et Amérique du nord
603,517,Site archéologique d'Olympie,1989,21.6666666700,37.6500000000,105.6000,Cultural,Grèce,Europe et Amérique du nord
620,530,Délos,1990,25.2666700000,37.4000000000,350.6400,Cultural,Grèce,Europe et Amérique du nord
632,537,"Monastères de Daphni, de Hosios Loukas et Nea Moni de Chios",1990,22.7500000000,38.4000000000,3.7000,Cultural,Grèce,Europe et Amérique du nord
703,595,Pythagoreion et Heraion de Samos,1992,26.9433300000,37.6908300000,668.3500,Cultural,Grèce,Europe et Amérique du nord
923,780,Site archéologique d'Aigai (nom moderne Vergina),1996,22.3183300000,40.4713900000,1420.8100,Cultural,Grèce,Europe et Amérique du nord
1097,941,Sites archéologiques de Mycènes et de Tirynthe,1999,22.7500000000,37.7333333300,0.0000,Cultural,Grèce,Europe et Amérique du nord
1098,942,Centre historique (Chorá) avec le monastère de Saint Jean « le théologien » et la grotte de l'Apocalypse sur l'île de Patmos,1999,26.5500000000,37.3000000000,0.0000,Cultural,Grèce,Europe et Amérique du nord
1477,978,Vieille ville de Corfou,2007,19.9275000000,39.6239413889,70.0000,Cultural,Grèce,Europe et Amérique du nord
2109,1517,Site archéologique de Philippes,2016,24.2852777778,41.0147222222,87.5450,Cultural,Grèce,Europe et Amérique du nord
68,64,Parc national de Tikal,1979,-89.6166666700,17.2166666700,57600.0000,Mixed,Guatemala,Amérique latine et Caraïbes
69,65,Antigua Guatemala,1979,-90.6666666700,14.5666666700,0.0000,Cultural,Guatemala,Amérique latine et Caraïbes
167,149,Parc archéologique et ruines de Quirigua,1981,-89.0402500000,15.2705900000,0.0000,Cultural,Guatemala,Amérique latine et Caraïbes
199,180,"Parc national historique – Citadelle, Sans Souci, Ramiers",1982,-72.2441700000,19.5736100000,0.0000,Cultural,Haïti,Amérique latine et Caraïbes
320,286,Cité du Vatican,1984,12.4573600000,41.9021600000,0.0000,Cultural,Saint-Siège,Europe et Amérique du nord
141,129,Site maya de Copán,1980,-89.1333300000,14.8500000000,0.0000,Cultural,Honduras,Amérique latine et Caraïbes
217,196,Réserve de la biosphère Río Plátano,1982,-84.6750000000,15.7444444400,350000.0000,Natural,Honduras,Amérique latine et Caraïbes
462,400,"Budapest, avec les rives du Danube, le quartier du château de Buda et l’avenue Andrássy",1987,19.0706700000,47.4824200000,473.3000,Cultural,Hongrie,Europe et Amérique du nord
464,401,"Hollókő, le vieux village et son environnement",1987,19.5291700000,47.9944400000,144.5000,Cultural,Hongrie,Europe et Amérique du nord
552,474,Parc national de Hortobágy - la <i>Puszta</i>,1999,21.1567800000,47.5945800000,74820.0000,Cultural,Hongrie,Europe et Amérique du nord
893,758,Abbaye bénédictine millénaire de Pannonhalma et son environnement naturel,1996,17.7844400000,47.5588900000,47.4000,Cultural,Hongrie,Europe et Amérique du nord
1004,853,Nécropole paléochrétienne de Pécs (Sopianae),2000,18.2277800000,46.0744400000,3.7600,Cultural,Hongrie,Europe et Amérique du nord
1240,1063,Paysage culturel historique de la région viticole de Tokaj,2002,21.3500000000,48.1500000000,13255.0000,Cultural,Hongrie,Europe et Amérique du nord
1333,1152,Parc national de Þingvellir,2004,-21.0372500000,64.2538055600,9270.0000,Cultural,Islande,Europe et Amérique du nord
1532,1267,Surtsey,2008,-20.6022222222,63.3030555556,3370.0000,Natural,Islande,Europe et Amérique du nord
1460,231,Ensemble du Fort Rouge,2007,77.2408333333,28.6555555556,49.1815,Cultural,Inde,Asie et pacifique
2182,232,"Tombe de Humayun, Delhi",1993,77.2505600000,28.5933300000,27.0400,Cultural,Inde,Asie et pacifique
259,233,"Qutb Minar et ses monuments, Delhi",1993,77.1852800000,28.5258300000,0.0000,Cultural,Inde,Asie et pacifique
260,234,Églises et couvents de Goa,1986,73.9116700000,15.5022200000,0.0000,Cultural,Inde,Asie et pacifique
266,239,Ensemble de monuments de Pattadakal,1987,75.8166700000,15.9483300000,5.5600,Cultural,Inde,Asie et pacifique
267,240,Ensemble monumental de Khajuraho,1986,79.9222200000,24.8522200000,0.0000,Cultural,Inde,Asie et pacifique
1932,241,Ensemble monumental de Hampi,1986,76.4716700000,15.3144400000,4187.2400,Cultural,Inde,Asie et pacifique
269,242,Grottes d'Ajanta,1983,75.7000000000,20.5533300000,8242.0000,Cultural,Inde,Asie et pacifique
270,243,Grottes d'Ellora,1983,75.1791700000,20.0263900000,0.0000,Cultural,Inde,Asie et pacifique
272,244,Grottes d'Elephanta,1987,72.9358300000,18.9666700000,0.0000,Cultural,Inde,Asie et pacifique
274,246,Temple du Soleil à Konârak,1984,86.0947200000,19.8875000000,10.6200,Cultural,Inde,Asie et pacifique
1947,247,Forts de colline du Rajasthan,2013,74.6461111111,24.8833333333,,Cultural,Inde,Asie et pacifique
277,249,Ensemble de monuments de Mahabalipuram,1984,80.1916700000,12.6166700000,0.0000,Cultural,Inde,Asie et pacifique
280,250,Les grands temples vivants Chola,1987,79.1325000000,10.7830555600,21.8800,Cultural,Inde,Asie et pacifique
281,251,Fort d'Agra,1983,78.0333333300,27.1833333300,0.0000,Cultural,Inde,Asie et pacifique
282,252,Le Taj Mahal,1983,78.0422200000,27.1741700000,0.0000,Cultural,Inde,Asie et pacifique
285,255,Fatehpur Sikri,1986,77.6641700000,27.0944400000,0.0000,Cultural,Inde,Asie et pacifique
382,335,Parcs nationaux de Nanda Devi et de la Vallée des fleurs,1988,79.6666700000,30.7166700000,71783.0000,Natural,Inde,Asie et pacifique
384,337,Parc national de Kaziranga,1985,93.4166666700,26.6666666700,42996.0000,Natural,Inde,Asie et pacifique
385,338,Sanctuaire de faune de Manas,1985,91.0305555600,26.7250000000,39100.0000,Natural,Inde,Asie et pacifique
387,340,Parc national de Keoladeo,1985,77.5086111100,27.1588888900,2873.0000,Natural,Inde,Asie et pacifique
524,452,Parc national des Sundarbans,1987,88.8958333300,21.9450000000,133010.0000,Natural,Inde,Asie et pacifique
613,524,Monuments bouddhiques de Sânchî,1989,77.7397200000,23.4794400000,0.0000,Cultural,Inde,Asie et pacifique
2008,922,"Rani-ki-Vav (le puits à degrés de la Reine) à Patan, Gujerat",2014,72.1016666667,23.8588888889,4.6800,Cultural,Inde,Asie et pacifique
1079,925,Abris sous-roche du Bhimbetka,2003,77.5833333300,22.9277777800,1893.0000,Cultural,Inde,Asie et pacifique
1540,944,Chemins de fer de montagne en Inde ,1999,76.9358300000,11.5102800000,88.9900,Cultural,Inde,Asie et pacifique
1105,945,Gare Chhatrapati Shivaji (anciennement gare Victoria),2004,72.8362027777,18.9401222222,2.8500,Cultural,Inde,Asie et pacifique
1231,1056,Ensemble du temple de la Mahabodhi à Bodhgaya,2002,84.9938900000,24.6952800000,4.8600,Cultural,Inde,Asie et pacifique
1279,1101,Parc archéologique de Champaner-Pavagadh,2004,73.5333333300,22.4833333300,1328.8900,Cultural,Inde,Asie et pacifique
1677,1338,"Jantar Mantar, Jaipur",2010,75.8250000000,26.9247222222,1.8652,Cultural,Inde,Asie et pacifique
1921,1342,Ghâts occidentaux,2012,77.2497222222,8.5297222222,795315.0000,Natural,Inde,Asie et pacifique
2011,1406,Aire de conservation du Parc national du Grand Himalaya,2014,77.5833333333,31.8333333333,90540.0000,Natural,Inde,Asie et pacifique
2089,1502,"Site archéologique Nalanda <i>Mahavihara</i> (université de Nalanda) à Nalanda, Bihar",2016,85.4438888889,25.1366666667,23.0000,Cultural,Inde,Asie et pacifique
